sceneName,sceneVersion,sceneStart,sceneEnd,sceneDuration,sceneTeoricDuration,stim0_position_xy,stim1_position_xy,stim0_contrastValue,stim1_contrastValue,correctValue,response,isCorrect
first,471,762.8935,763.3435,0.4501,0.45000002,(-275.0;0.0),(275.0;0.0),0.5171,0.45,0,0,1
first,472,764.0435,764.4270,0.3835,0.38333336,(-275.0;0.0),(275.0;0.0),0.0235,0.0,0,0,1
first,473,765.1269,765.5769,0.4500,0.45000002,(-275.0;0.0),(275.0;0.0),0.0402,0.0167,0,0,1
first,474,766.2769,766.7935,0.5165,0.5166667,(275.0;0.0),(-275.0;0.0),0.2088,0.0167,1,1,1
first,475,767.4934,768.3938,0.9004,0.90000004,(275.0;0.0),(-275.0;0.0),0.0098,0.0088,1,0,0
first,476,769.0939,769.6271,0.5333,0.53333336,(-275.0;0.0),(275.0;0.0),0.0098,0.0088,0,0,1
first,477,770.3272,770.9772,0.6500,0.65000004,(-275.0;0.0),(275.0;0.0),0.6421,0.45,0,0,1
first,478,771.6773,772.2607,0.5834,0.5833334,(-275.0;0.0),(275.0;0.0),0.0759,0.0088,0,0,1
first,479,772.9606,773.4941,0.5335,0.53333336,(275.0;0.0),(-275.0;0.0),0.017,0.0088,1,0,0
first,480,774.1941,775.0609,0.8669,0.86666673,(-275.0;0.0),(275.0;0.0),0.0082,0.0,0,0,1
first,481,775.7608,776.4609,0.7001,0.70000005,(275.0;0.0),(-275.0;0.0),0.0249,0.0167,1,0,0
first,482,777.1609,777.6943,0.5334,0.53333336,(275.0;0.0),(-275.0;0.0),0.0196,0.0167,1,0,0
first,483,778.3942,778.8777,0.4835,0.48333335,(-275.0;0.0),(275.0;0.0),0.0323,0.0088,0,0,1
first,484,779.5778,780.2944,0.7166,0.7166667,(275.0;0.0),(-275.0;0.0),0.0529,0.05,1,0,0
first,485,780.9944,781.6446,0.6502,0.65000004,(275.0;0.0),(-275.0;0.0),0.2082,0.2,1,1,1
first,486,782.3445,782.9779,0.6334,0.6333334,(275.0;0.0),(-275.0;0.0),0.0196,0.0167,1,0,0
first,487,783.6779,784.1280,0.4501,0.45000002,(275.0;0.0),(-275.0;0.0),0.001,0.0,1,1,1
first,488,784.8280,785.3447,0.5166,0.5166667,(275.0;0.0),(-275.0;0.0),1.0,0.2,1,1,1
first,489,786.0448,786.8115,0.7667,0.7666667,(-275.0;0.0),(275.0;0.0),0.0235,0.0,0,0,1
first,490,787.5115,787.9612,0.4497,0.45000002,(275.0;0.0),(-275.0;0.0),0.1921,0.0,1,1,1
first,491,788.6616,789.1450,0.4833,0.48333335,(-275.0;0.0),(275.0;0.0),0.0029,0.0,0,0,1
first,492,789.8449,790.3283,0.4833,0.48333335,(-275.0;0.0),(275.0;0.0),0.0323,0.0088,0,0,1
first,493,791.0281,791.6450,0.6169,0.6166667,(275.0;0.0),(-275.0;0.0),0.75,0.2,1,1,1
first,494,792.3451,792.7452,0.4001,0.40000004,(-275.0;0.0),(275.0;0.0),0.75,0.2,0,0,1
first,495,793.4449,793.8120,0.3671,0.36666667,(-275.0;0.0),(275.0;0.0),1.0,0.2,0,0,1
first,496,794.5117,794.8952,0.3835,0.38333336,(-275.0;0.0),(275.0;0.0),0.2088,0.0167,0,0,1
first,497,795.5953,795.9954,0.4001,0.40000004,(-275.0;0.0),(275.0;0.0),0.0838,0.0167,0,0,1
first,498,796.6953,797.1454,0.4501,0.45000002,(-275.0;0.0),(275.0;0.0),0.2082,0.2,0,0,1
first,499,797.8454,798.2954,0.4500,0.45000002,(-275.0;0.0),(275.0;0.0),0.2009,0.0088,0,0,1
first,500,798.9954,799.4455,0.4501,0.45000002,(275.0;0.0),(-275.0;0.0),0.0838,0.0167,1,1,1
first,501,800.1456,800.6289,0.4833,0.48333335,(275.0;0.0),(-275.0;0.0),0.0249,0.0167,1,0,0
first,502,801.3289,801.8787,0.5499,0.55,(-275.0;0.0),(275.0;0.0),0.0117,0.0088,0,0,1
first,503,802.5790,803.1791,0.6001,0.6,(-275.0;0.0),(275.0;0.0),0.2082,0.2,0,0,1
first,504,803.8791,804.6792,0.8001,0.8000001,(275.0;0.0),(-275.0;0.0),0.0323,0.0088,1,0,0
first,505,805.3792,805.8126,0.4334,0.43333337,(-275.0;0.0),(275.0;0.0),0.1171,0.05,0,0,1
first,506,806.5127,807.2125,0.6997,0.70000005,(275.0;0.0),(-275.0;0.0),0.0082,0.0,1,0,0
first,507,807.9126,808.3960,0.4834,0.48333335,(275.0;0.0),(-275.0;0.0),0.001,0.0,1,1,1
first,508,809.0960,809.7961,0.7000,0.70000005,(-275.0;0.0),(275.0;0.0),0.4582,0.45,0,0,1
first,509,810.4959,811.1295,0.6336,0.6333334,(275.0;0.0),(-275.0;0.0),0.2671,0.2,1,1,1
first,510,811.8296,812.2627,0.4332,0.43333337,(-275.0;0.0),(275.0;0.0),0.0029,0.0,0,0,1
first,511,812.9629,813.4963,0.5334,0.53333336,(275.0;0.0),(-275.0;0.0),0.0082,0.0,1,0,0
first,512,814.1964,814.5963,0.4000,0.40000004,(-275.0;0.0),(275.0;0.0),0.0235,0.0,0,0,1
first,513,815.2963,815.9298,0.6335,0.6333334,(275.0;0.0),(-275.0;0.0),0.0249,0.0167,1,1,1
first,514,816.6298,817.1965,0.5667,0.5666667,(275.0;0.0),(-275.0;0.0),0.6421,0.45,1,1,1
first,515,817.8967,818.2633,0.3666,0.36666667,(-275.0;0.0),(275.0;0.0),0.0838,0.0167,0,0,1
first,516,818.9633,819.4301,0.4668,0.4666667,(275.0;0.0),(-275.0;0.0),0.3921,0.2,1,1,1
first,517,820.1300,820.7966,0.6666,0.6666667,(-275.0;0.0),(275.0;0.0),0.4735,0.45,0,0,1
first,518,821.4965,821.9466,0.4501,0.45000002,(275.0;0.0),(-275.0;0.0),0.6,0.05,1,1,1
first,519,822.6468,823.0802,0.4334,0.43333337,(-275.0;0.0),(275.0;0.0),0.0196,0.0167,0,0,1
first,520,823.7802,824.1969,0.4167,0.4166667,(-275.0;0.0),(275.0;0.0),0.2421,0.05,0,0,1
first,521,824.8970,825.5803,0.6833,0.6833334,(275.0;0.0),(-275.0;0.0),0.2671,0.2,1,1,1
first,522,826.2803,827.3639,1.0836,1.0833334,(-275.0;0.0),(275.0;0.0),0.2088,0.0167,0,0,1
first,523,828.0640,828.7305,0.6665,0.6666667,(275.0;0.0),(-275.0;0.0),0.0529,0.05,1,1,1
first,524,829.4307,829.9140,0.4834,0.48333335,(275.0;0.0),(-275.0;0.0),0.1171,0.05,1,1,1
first,525,830.6139,831.1640,0.5501,0.55,(275.0;0.0),(-275.0;0.0),0.017,0.0088,1,1,1
first,526,831.8639,832.2973,0.4334,0.43333337,(275.0;0.0),(-275.0;0.0),0.0402,0.0167,1,1,1
first,527,832.9974,833.4641,0.4667,0.4666667,(275.0;0.0),(-275.0;0.0),0.0759,0.0088,1,1,1
first,528,834.1640,834.6140,0.4500,0.45000002,(275.0;0.0),(-275.0;0.0),0.6421,0.45,1,1,1
first,529,835.3142,835.8476,0.5334,0.53333336,(-275.0;0.0),(275.0;0.0),0.5171,0.45,0,0,1
first,530,836.5477,837.1476,0.5999,0.6,(-275.0;0.0),(275.0;0.0),0.0177,0.0167,0,0,1
first,531,837.8478,838.2313,0.3835,0.38333336,(-275.0;0.0),(275.0;0.0),0.0735,0.05,0,0,1
first,532,838.9310,839.2977,0.3667,0.36666667,(-275.0;0.0),(275.0;0.0),0.6,0.05,0,0,1
first,533,839.9975,840.5648,0.5673,0.5666667,(-275.0;0.0),(275.0;0.0),0.0177,0.0167,0,0,1
first,534,841.2646,841.7814,0.5168,0.5166667,(-275.0;0.0),(275.0;0.0),0.0029,0.0,0,0,1
first,535,842.4812,842.8981,0.4169,0.4166667,(-275.0;0.0),(275.0;0.0),0.0838,0.0167,0,0,1
first,536,843.5980,844.0810,0.4831,0.48333335,(275.0;0.0),(-275.0;0.0),0.0082,0.0,1,0,0
first,537,844.7814,845.1147,0.3334,0.33333334,(275.0;0.0),(-275.0;0.0),0.001,0.0,1,0,0
first,538,845.8148,846.3648,0.5501,0.55,(275.0;0.0),(-275.0;0.0),0.3921,0.2,1,1,1
first,539,847.0648,847.6818,0.6169,0.6166667,(-275.0;0.0),(275.0;0.0),0.4582,0.45,0,0,1
first,540,848.3816,848.8480,0.4664,0.4666667,(275.0;0.0),(-275.0;0.0),0.0735,0.05,1,0,0
first,541,849.5483,849.9987,0.4504,0.45000002,(-275.0;0.0),(275.0;0.0),0.0735,0.05,0,0,1
first,542,850.6984,851.1486,0.4502,0.45000002,(275.0;0.0),(-275.0;0.0),0.1921,0.0,1,1,1
first,543,851.8485,852.2485,0.4001,0.40000004,(-275.0;0.0),(275.0;0.0),0.2009,0.0088,0,0,1
first,544,852.9485,853.5485,0.6001,0.6,(-275.0;0.0),(275.0;0.0),0.0177,0.0167,0,1,0
first,545,854.2486,854.6653,0.4167,0.4166667,(-275.0;0.0),(275.0;0.0),1.0,0.45,0,0,1
first,546,855.3653,855.8321,0.4668,0.4666667,(275.0;0.0),(-275.0;0.0),0.6,0.05,1,1,1
first,547,856.5321,856.8989,0.3668,0.36666667,(-275.0;0.0),(275.0;0.0),0.6,0.05,0,0,1
first,548,857.5987,858.0822,0.4835,0.48333335,(275.0;0.0),(-275.0;0.0),0.0671,0.0,1,1,1
first,549,858.7822,859.2156,0.4334,0.43333337,(-275.0;0.0),(275.0;0.0),0.2088,0.0167,0,0,1
first,550,859.9156,860.5824,0.6669,0.6666667,(275.0;0.0),(-275.0;0.0),0.0235,0.0,1,1,1
first,551,861.2823,861.9657,0.6834,0.6833334,(275.0;0.0),(-275.0;0.0),0.0838,0.0167,1,1,1
first,552,862.6657,863.2658,0.6001,0.6,(275.0;0.0),(-275.0;0.0),0.0402,0.0167,1,1,1
first,553,863.9659,864.6494,0.6836,0.6833334,(275.0;0.0),(-275.0;0.0),0.0117,0.0088,1,1,1
first,554,865.3492,865.8492,0.5000,0.5,(-275.0;0.0),(275.0;0.0),0.0323,0.0088,0,0,1
first,555,866.5492,866.9660,0.4167,0.4166667,(275.0;0.0),(-275.0;0.0),0.2082,0.2,1,0,0
first,556,867.6660,868.3827,0.7167,0.7166667,(-275.0;0.0),(275.0;0.0),0.017,0.0088,0,0,1
first,557,869.0827,869.6494,0.5667,0.5666667,(275.0;0.0),(-275.0;0.0),0.6,0.05,1,1,1
first,558,870.3495,871.3996,1.0500,1.0500001,(-275.0;0.0),(275.0;0.0),0.0529,0.05,0,1,0
first,559,872.0996,872.6664,0.5668,0.5666667,(-275.0;0.0),(275.0;0.0),0.001,0.0,0,0,1
first,560,873.3663,873.8496,0.4832,0.48333335,(-275.0;0.0),(275.0;0.0),0.6,0.05,0,0,1
